"scientificname";"longitude";"latitude";"collectioncode";"catalognumber";"identifiedby";"country";"stateprovince";"county";"locality";"daycollected";"monthcollected";"yearcollected";"collector";"collectornumber";"notes";"source"
"Cavanillesia arborea (Willd.) K.Schum.";-46.723888;-14.539166;"CEN";"56282";NA;"Brazil";"Go";NA;"Fazenda It√∫ (Sr. Felipe). Ponto 3.";NA;NA;NA;"Anderson C√°ssio Sevilha";"3084";"Tubo da corola vin√°ceo, estames brancos. Sobre afloramento calc√°rio.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"L.1068454";NA;"Brazil";"Bah√≠a";NA;"Rio Crongogy";NA;NA;NA;"Curran  HM";NA;NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"L.1068453";NA;"unknown or invalid";NA;NA;NA;NA;NA;NA;"Unknown";NA;NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"CEN";"23207";NA;"Brazil";"Go";NA;"Estrada de terra Campos Belos - Divin√≥polis de Goi√°s; a 20 km do entroncamento com a GO-118.";NA;NA;NA;"Taciana Barbosa Cavalcanti";"713";"8 m altura.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.083333;-12.533333;"CEPEC";"26686";"G. M. Carvalho";"Brazil";"Bahia";NA;"Ipua√ßu. Vale dos Rios Paragua√ßu e Jacu√≠pe.";NA;NA;NA;"Grupo Pedra do Cavalo";"925";"Ambiente: Mata. Habito: √Årvore, ca. 12m.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"U  0050635";NA;"Brazil";"Bah√≠a";NA;"Rio Crongogy";NA;NA;NA;"Curran  HM";NA;NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.7725;-13.61556;"CEN";"56782";"A. C. Servilha";"Brazil";"Go";NA;"Fazenda Flor do Ermo. Prop. Jos√© Pereira.";NA;NA;NA;"Anderson C√°ssio Sevilha";"1823";"Casca lisa com estrias rugosas de cor cinza. Casca viva verde por fora, amarela por dentro. Flores brancas quando novas e alaranjadas quando velhas.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.528611;-15.158056;"CEPEC";"81830";"A. M. Amorim";"Brazil";"Bahia";NA;"Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari. RPPN Serra do Teimoso.";NA;NA;NA;"A. M. Amorim";"2467";"Ambiente: Mata Mes√≥fila. Habito: √Årvore maior que 20m e menor que 50m";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.241389;-15.123306;"BHCB";"53221";NA;"Brazil";"Minas Gerais";NA;"Rio Perua√ßu.";NA;NA;NA;"Costa, LV; Amado, JC";"333";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.583333;-13.916666;"CEN";"25654";"B. A. S. Pereira";"Brazil";"Go";NA;"Floresta dec√≠dua no km 16 da estrada Posse / Guarani de Goi√°s.";NA;NA;NA;"Benedito Al√≠sio da Silva Pereira";"2819";"Doa√ß√£o da Funda√ß√£o Instituto Brasileiro de Geografia e Estat√≠stica. Herb√°rio da Reserva Ecol√≥gica do IBGE.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"USw9863";NA;"Brazil";"Minas Gerais";NA;NA;NA;NA;NA;"Collector unknown";"s.n.";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"U  0261147";NA;"Brazil";NA;NA;NA;NA;NA;NA;"Unknown";NA;NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"USw2685";NA;"Brazil";"Minas Gerais";NA;NA;NA;NA;NA;"H. M. Curran";"s.n.";NA;"gbif"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"584726";"D.A. Folli";"Brasil";"EspÌrito Santo";"Linhares";"Linhares a Colatina Beira Rio. ";13;8;2013;"Folli, D.A.";"7103";"Terrestre, bot„o marrom, flor branca";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"336742";"J. Teixeira";"Brasil";"Goi·s";"Guarani de Goi·s";"Km 16 da estrada Posse/ Guarani de Goi·s. ";13;8;1995;"Pereira, B.A.S.";"2819";"¡rvore decidua, 18 m alt. frutos imaturos coor verde-amarelado.";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"330969";"B.A. S. Pereira";"Brasil";"Goi·s";"Guarani de Goi·s";"ProxÌmo · Vila Clarentina. . ";4;7;1996;"Pereira, B.A.S.";"3121";"¿rvore decÌdua, ca. 20m alt. Tronco espesso, em forma de tonel. Corola alva ; c·lice avaermelhado. ";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"284152";"J. Teixeira";"Brasil";"Goi·s";"";"A margem da BR- 020, 10 km apÛs a cidade de Alvorada do Norte. ";8;10;1988;"Pereira, B.A.S.";NA;"¡rvore ca. 12m de alt. com grande protuberancia no tronco, decÌdua. Frutos quase maduros com sementes comidas por psitacideos.";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"603590";"D.A. Folli";"Brasil";"Minas Gerais";"Itueta";"Estrada de Quatituba ‡ Taba˙ba. ";3;9;2009;"A.A. Luz";"508";"ArbÛrea, terrestre, bot„o verde, flor branca, exudaÁ„o incolor, descamaÁ„o ausente, fuste cilÌndrico, casca ·spera, 15 m de altura, fuste com 3 m de altura e 150 cm de cap, copa com 10 m de di‚metro. ExudaÁ„o: Seiva
";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"255250";"M. Nadruz";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Jardim Bot‚nico. ";7;10;1986;"Nadruz, M.";NA;"¿rvore, 15 m de alt. sem folhas, frutos grandes alaranjados, ·rvore n∞ 493 cultivado.";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"603531";"D.A. Folli";"Brasil";"EspÌrito Santo";"Linhares";"Fazenda TrÍs Marias,  Beira Rio Linhares ‡ Colatina. ";1;11;2006;"Folli, D.A.";"5395";"ArbÛrea, 30 m de altura, Terrestre, fruto maduro marrom, fruto imaturo verde, exudaÁ„o incolor, descamaÁ„o ausente, fuste cilÌndrico, casca ·spera, fuste com 20 m de altura, copa com 5 m de di‚metro. ExudaÁ„o: Seiva";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"363683";"B.A. S. Pereira";"Brasil";"Goi·s";"Posse";"No km 15 da estrada Posse / Guarani de Goi·s. ";13;8;1995;"Pereira, B.A.S.";NA;"¿rvore decÌdua ca. 20m alt. Tronco muito espesso e bojudo. Flores alvas ";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"292628";"";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Jardim Bot‚nico do Rio de Janeiro, canteiro 26 a, plaqueta sumida. Placa antiga 4297. Jardim Bot‚nico do Rio de Janeiro";9;8;1991;"Fontella, J.";NA;"¡rvore de 20 m alt. flores em bot„o.";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"613198";"D.A. Folli";"Brasil";"EspÌrito Santo";"Linhares";"Linhares a Colatina Beira Rio. ";13;8;2013;"Folli, D.A.";"7103";"Terrestre; porte arbÛreo, 23,0m, fuste 16m, CAP 310cm, copa 10m; bot„o marrom, flor branca; exsudaÁ„o incolor";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RBcarpo";"7065";"";"Brasil";"Rio de Janeiro";"";"Jardim Bot‚nico do Rio de Janeiro. ";NA;NA;NA;"LaboratÛrio de Sementes";NA;"";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"473422";"Gilmar E. Valente";"Brasil";"Minas Gerais";"ViÁosa";"Campus da UFV; Horto. ";30;11;2007;"Gilmar E. Valente";"1976";"¡rvore com ca. 12 m de altura. Dia 22/08/2007 totalmente desprovida de folhas. InflorescÍncia concentrada no ·pice dos ramos com flores de c·lice ferruginoso, corola branca, estilete branco e filetes brancos com base rosada. Em 15/10/2007, continua desprovida de folhas, com frutos penta-alados rosados e em 30/11/2007 coleta do ramo com folhas e estÌpulas. ";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RBcarpo";"3950";"";"Brasil";"EspÌrito Santo";"Pendanga";"Proc. Est. pdro Palacios. E.F.V.M. ";29;10;1949;"Vieira, J.N.";NA;"";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"312684";"B.A. S. Pereira";"Brasil";"Tocantins";"Taguatinga";"Km 71 da estrada Campos Belos (GO)/Taguatinga (TO). ";13;9;1991;"Pereira, B.A.S.";NA;"¡rvore grossa, decÌdua, aroma de ac˙leos, denominada barriguda por ter grande protuberancia no troco. frutos maduros de cor pardacenta. ";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"613200";"D.A. Folli";"Brasil";"Minas Gerais";"Itueta";"Itueta · Quantituba. ";7;11;2007;"Folli, D.A.";"5762";"Terrestre; porte arbÛreo, 15,0m, fuste 9, CAP 128cm, copa 5m; fruto imaturo marrom, maduro marrom; exsudaÁ„o incolor; descamaÁ„o ausente";"jabot"
"Cavanillesia arborea K.Schum.";NA;NA;"RB";"90037";"J. G. kuhlmann";"Brasil";"EspÌrito Santo";"Nova VenÈcia";". ";16;11;1953;"Mattos f., A.";NA;"¡rvore pequena";"jabot"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"RB";"658151";"J.R.Mattos e M. Nadruz";"Brasil";"Rio de Janeiro";"";"Canteiro 39A, JBRJ
Tombo:7637
Jardim Bot‚nico do Rio de Janeiro ";NA;8;NA;"Mattos, J.R.";NA;"Ramos cilÌndricos e glabros e tronco liso. Folhas alternas, sem presenÁa de estÌpula, de pecÌolo glabro, l‚mina foliar simples ovada com margem inteira. Flores com sÈpalas amarronzadas, pÈtalas cor de creme com anteras amareladas, fruto piloso rosado.";"jabot"
